SMILES,Molecular Formula,MolWeight,logP,Hydrogen Acceptors,Hydrogen Donors,TopologicalPolarSurfaceArea,RingCount,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Can_Smi,IUPAC,Mol_Form,Compound_CID,Molecular_Formula,IUPAC_Name,Antioxidant,Anti-inflammatory,Toxic
Oc1c2c(C(=O)C(=CC2=O)C)ccc1,,188.182,1.7175,3,1,54.37,2,0,1,0,0,0,0,0,0,0,CC1=CC(=O)c2c(O)cccc2C1=O,"5-hydroxy-2-methylnaphthalene-1,4-dione",C11H8O3,,,,FALSE,TRUE,FALSE
Oc1c2c(C(=O)c3c(C2=O)c(O)cc(O)c3)cc(c1)C,,270.24,1.88722,5,3,94.83,3,0,1,0,0,0,0,0,0,0,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,"1,3,8-trihydroxy-6-methylanthracene-9,10-dione",C15H10O5,,,,FALSE,TRUE,FALSE
Oc1c2c(C(=O)c3c(C2=O)c(O)cc(OC)c3)cc(c1)C,,284.267,2.19022,5,2,83.83,3,0,1,0,0,0,0,0,0,0,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,"1,8-dihydroxy-3-methoxy-6-methylanthracene-9,10-dione",C16H12O5,,,,FALSE,TRUE,FALSE
Oc1c2c(C(=O)c3c(C2=O)c(O)ccc3)cc(c1)C,,254.241,2.18162,4,2,74.6,3,0,1,0,0,0,0,0,0,0,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,"1,8-dihydroxy-3-methylanthracene-9,10-dione",C15H10O4,,,,FALSE,TRUE,FALSE
Oc1c2c(C(=O)c3c(C2=O)c(O)ccc3)cc(c1)C(=O)O,,284.223,1.5714,5,3,111.9,3,0,1,0,0,0,0,0,0,0,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,"4,5-dihydroxy-9,10-dioxoanthracene-2-carboxylic acid",C15H8O6,,,,FALSE,TRUE,FALSE
Oc1c2c(C(=O)c3c(C2=O)c(O)ccc3)cc(c1)CO,,270.24,1.3655,5,3,94.83,3,0,1,0,0,0,0,0,0,0,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,"1,8-dihydroxy-3-(hydroxymethyl)anthracene-9,10-dione",C15H10O5,,,,FALSE,TRUE,FALSE
Oc1c2c3c(ccc2cc(OC)c1)C(=O)C=C(OC)C3=O,,284.267,2.4633,5,1,72.83,3,0,1,0,0,0,0,0,0,0,COC1=CC(=O)c2ccc3cc(OC)cc(O)c3c2C1=O,"5-hydroxy-3,7-dimethoxyphenanthrene-1,4-dione",C16H12O5,,,,FALSE,TRUE,FALSE
Oc1cc(/C=C/c2ccc(O)cc2)cc(O)c1,,228.247,2.9738,3,3,60.69,2,0,1,0,0,0,0,1,1,0,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol",C14H12O3,,,,FALSE,TRUE,FALSE
Oc1cc(/C=C/c2ccccc2)cc(O)c1,,212.248,3.2682,2,2,40.46,2,0,1,0,0,0,0,1,1,0,Oc1cc(O)cc(/C=C/c2ccccc2)c1,"5-[(E)-2-phenylethenyl]benzene-1,3-diol",C14H12O2,,,,FALSE,TRUE,FALSE
Oc1cc(Br)c(-c2cc3c(Br)ccc(O)c3o2)cc1O,C14H8Br2O4,400.022,4.7416,4,3,73.83,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1cc(Br)c(Cc2ccc(O)c(Br)c2)cc1O,C13H10Br2O3,374.028,3.9192,3,3,60.69,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1cc(Br)c(Cc2ccccc2)cc1O,C13H11BrO2,279.133,3.4511,2,2,40.46,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C4,C30H24O12,576.51,2.7935,12,9,209.76,7,0,1,0,5,5,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1cc(O)cc(O)c1,C6H6O3,126.111,0.8034,3,3,60.69,1,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1cc(ccc1O)/C=C/C(=O)O,,180.159,1.1956,3,3,77.76,1,0,1,0,0,0,0,1,1,0,O=C(O)/C=C/c1ccc(O)c(O)c1,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C9H8O4,,,,FALSE,TRUE,FALSE
Oc1ccc(-c2cc3cccc(Br)c3o2)cc1,C14H9BrO2,289.128,4.5679,2,1,33.37,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1ccc(-c2nc3cc(O)ccc3[nH]2)cc1,C13H10N2O2,226.235,2.6411,3,3,69.14,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1cccc2[nH]c3ccccc3c12,C12H9NO,183.21,3.0267,1,2,36.02,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
Oc1cccc2c1[C@@H](O)[C@H](O)[C@@H](O)C23Oc4cccc5c4c(O3)ccc5,,352.342,1.9384,6,4,99.38,5,0,1,0,3,3,0,0,0,0,Oc1cccc2c1[C@@H](O)[C@H](O)[C@@H](O)C21Oc2cccc3cccc(c23)O1,"(1R,2S,3R)-spiro[2,3-dihydro-1H-naphthalene-4,3'-2,4-dioxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaene]-1,2,3,8-tetrol",C20H16O6,,,,FALSE,TRUE,FALSE
Oc1cccc2c1[C@@H](OC)[C@H](O)[C@@H](O)C23Oc4cccc5c4c(O3)ccc5,,366.369,2.5925,6,3,88.38,5,0,1,0,3,3,0,0,0,0,CO[C@@H]1c2c(O)cccc2C2(Oc3cccc4cccc(c34)O2)[C@H](O)[C@H]1O,,C21H18O6,,,,FALSE,TRUE,FALSE
Oc1cccc2c1[C@H](O)C[C@@H](O)C23Oc4cccc5c4c(O3)ccc5,,336.343,2.9676,5,3,79.15,5,0,1,0,2,2,0,0,0,0,Oc1cccc2c1[C@H](O)C[C@@H](O)C21Oc2cccc3cccc(c23)O1,"(1R,3R)-spiro[2,3-dihydro-1H-naphthalene-4,3'-2,4-dioxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaene]-1,3,8-triol",C20H16O5,,,,FALSE,TRUE,FALSE
Oc1nc(O)c2nc(O)[nH]c2n1,C5H4N4O3,168.112,-0.5303,6,4,115.15,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
S,,34.083,0.1128,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,402,H2S,sulfane,FALSE,FALSE,TRUE
S=C=NCC1=CC=C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C=C1,,311.359,0.4957,7,3,91.51,2,0,1,0,5,5,0,0,0,0,C[C@@H]1O[C@@H](Oc2ccc(CN=C=S)cc2)[C@H](O)[C@H](O)[C@H]1O,"(2S,3R,4R,5R,6S)-2-[4-(isothiocyanatomethyl)phenoxy]-6-methyloxane-3,4,5-triol",C14H17NO5S,,,,FALSE,TRUE,FALSE
S=C=NCC1=CC=C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2OC(C)=O)C=C1,,353.396,1.0665,8,2,97.58,2,0,1,0,5,5,0,0,0,0,CC(=O)O[C@H]1[C@H](Oc2ccc(CN=C=S)cc2)O[C@@H](C)[C@H](O)[C@H]1O,"[(2S,3R,4R,5R,6S)-4,5-dihydroxy-2-[4-(isothiocyanatomethyl)phenoxy]-6-methyloxan-3-yl] acetate",C16H19NO6S,,,,FALSE,TRUE,FALSE
S=C=NCC1=CC=C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](OC(C)=O)[C@H]2O)C=C1,,353.396,1.0665,8,2,97.58,2,0,1,0,5,5,0,0,0,0,CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](Oc2ccc(CN=C=S)cc2)[C@@H]1O,"[(2S,3R,4R,5S,6S)-3,5-dihydroxy-2-[4-(isothiocyanatomethyl)phenoxy]-6-methyloxan-4-yl] acetate",C16H19NO6S,,,,FALSE,TRUE,FALSE
S=C=NCC1=CC=C(O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]2O)C=C1,,353.396,1.0665,8,2,97.58,2,0,1,0,5,5,0,0,0,0,CC(=O)O[C@H]1[C@H](C)O[C@@H](Oc2ccc(CN=C=S)cc2)[C@H](O)[C@@H]1O,"[(2S,3R,4S,5R,6S)-4,5-dihydroxy-6-[4-(isothiocyanatomethyl)phenoxy]-2-methyloxan-3-yl] acetate",C16H19NO6S,,,,FALSE,TRUE,FALSE
[AlH3],,30.006,-1.1839,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,14488,AlH3,alumane,FALSE,FALSE,TRUE
[Al],,26.982,-0.3808,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,5359268,Al,aluminum,FALSE,FALSE,TRUE
[Ar],,39.948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,23968,Ar,argon,FALSE,FALSE,TRUE
[AsH3],,77.946,-1.1839,0,0,0,0,0,1,0,1,0,1,0,0,0,,,,23969,AsH3,arsane,FALSE,FALSE,TRUE
[Au],,196.967,-0.0025,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,23985,Au,gold,FALSE,FALSE,TRUE
[B-](F)(F)(F)F.CN(C)CC[NH+]=C1C=C(OC2=C1C=C(C=C2)Cl)C3=CC=CC=C3,C19H20BClF4N2O,414.639,3.5961,2,1,30.35,3,0,2,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
[BH4-].[Na+],,37.834,-4.4476,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,4311764,BH4Na,sodium;boranuide,FALSE,FALSE,TRUE
[Br-],,79.904,-2.996,0,0,0,0,-1,1,0,0,0,0,0,0,0,,,,259,Br-,bromide,FALSE,FALSE,TRUE
[C-]#N,,26.018,0.09637,1,0,23.79,0,-1,1,0,0,0,0,0,0,0,,,,5975,CN-,cyanide,FALSE,FALSE,TRUE
[C-]#N.[C-]#N.[K+].[Ag+],C2AgKN2,199.002,-2.80576,2,0,47.58,0,0,4,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O.[Na+],,172.068,-6.4533,5,3,117.89,0,0,2,0,2,2,0,0,0,0,,,,23684900,C4H5NaO6,"sodium;(2R,3R)-2,3,4-trihydroxy-4-oxobutanoate",FALSE,FALSE,TRUE
[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.O.O.O.O.[Na+].[K+],,282.218,-14.0828,6,2,246.72,0,0,7,0,2,2,0,0,0,0,,,,165453,C4H12KNaO10,"potassium;sodium;(2R,3R)-2,3-dihydroxybutanedioate;tetrahydrate",FALSE,FALSE,TRUE
[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.[Na+].[K+],,210.158,-10.784,6,2,120.72,0,0,3,0,2,2,0,0,0,0,,,,9357,C4H4KNaO6,"potassium;sodium;(2R,3R)-2,3-dihydroxybutanedioate",FALSE,FALSE,TRUE
[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O.[Na+].[Na+],,194.05,-10.784,6,2,120.72,0,0,3,0,2,2,0,0,0,0,,,,162637,C4H4Na2O6,"disodium;(2R,3R)-2,3-dihydroxybutanedioate",FALSE,FALSE,TRUE
[C@@H]1([C@@H]2[C@H](C3(c4c1c(ccc4)O)Oc1c4c(cccc4ccc1)O3)O2)O,,334.327,2.984,5,2,71.45,6,0,1,0,3,3,0,0,0,0,Oc1cccc2c1[C@@H](O)[C@H]1O[C@H]1C21Oc2cccc3cccc(c23)O1,"(1'aR,2'R,7'aR)-spiro[2,4-dioxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaene-3,7'-2,7a-dihydro-1aH-naphtho[2,3-b]oxirene]-2',3'-diol",C20H14O5,,,,FALSE,TRUE,FALSE
[C@H]1([C@@H]([C@H]([C@@H](O[C@@H]1CO)O[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1CO)Oc1ccccc1C(=O)OC)O)O)O)O)O,,476.431,-3.5239,13,7,204.83,3,0,1,0,10,10,0,0,0,0,COC(=O)c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,"methyl 2-[(2S,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxybenzoate",C20H28O13,,,,FALSE,TRUE,FALSE
[C@H]1([C@H]([C@@H](O[C@@H]([C@@H]1O)O)C(=O)[O-])O)O.[Na+],,216.121,-7.4598,7,4,130.28,1,0,2,0,5,5,0,0,0,0,,,,133126842,C6H9NaO7,"sodium;(2R,3R,4R,5R,6S)-3,4,5,6-tetrahydroxyoxane-2-carboxylate",FALSE,FALSE,TRUE
[C@H]1([C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@H]([C@H]([C@H](O[C@@H]2C(=O)O)O[C@@H]3[C@H]([C@H]([C@H](O[C@@H]3C(=O)[O-])O)O)O)O)O)C(=O)[O-])O)O.[Ca+2],,584.449,-10.3463,18,9,325.55,3,0,2,0,15,15,0,0,0,0,,,,133126841,C18H24CaO19,"calcium;(2R,3R,4R,5R,6S)-6-[(2S,3R,4S,5R,6S)-2-carboxy-6-[(2S,3R,4S,5R,6S)-2-carboxylato-4,5,6-trihydroxyoxan-3-yl]oxy-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylate",FALSE,FALSE,TRUE
[C@H]1([C@H]2[C@@H](C3(c4c1c(ccc4)O)Oc1c4c(cccc4ccc1)O3)O2)O,,334.327,2.984,5,2,71.45,6,0,1,0,3,3,0,0,0,0,Oc1cccc2c1[C@H](O)[C@@H]1O[C@@H]1C21Oc2cccc3cccc(c23)O1,"(1'aS,2'S,7'aS)-spiro[2,4-dioxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaene-3,7'-2,7a-dihydro-1aH-naphtho[2,3-b]oxirene]-2',3'-diol",C20H14O5,,,,FALSE,TRUE,FALSE
[C],,12.011,0.08129,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,5462310,C,carbon,FALSE,FALSE,TRUE
[Cd],,112.412,-0.0025,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,23973,Cd,cadmium,FALSE,FALSE,TRUE
[Cl-],,35.453,-2.996,0,0,0,0,-1,1,0,0,0,0,0,0,0,,,,312,Cl-,chloride,FALSE,FALSE,TRUE
[Cl-].[Cl-].[Ca+2],,110.984,-6.3728,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,5284359,CaCl2,calcium;dichloride,FALSE,FALSE,TRUE
[Cu+].[I-],,190.45,-2.9985,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,6432705,CuI,copper(1+);iodide,FALSE,FALSE,TRUE
[Dy],,162.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,23912,Dy,dysprosium,FALSE,FALSE,TRUE
[Fe+3],,55.845,-0.0025,0,0,0,0,3,1,0,0,0,0,0,0,0,,,,29936,Fe+3,iron(3+),FALSE,FALSE,TRUE
[Fe],,55.845,-0.0025,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,23925,Fe,iron,FALSE,FALSE,TRUE
[H+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[NH4+].[NH4+],,226.185,-4.3877,7,3,213.62,0,0,4,0,0,0,0,0,0,0,,,,19966535,C6H14N2O7,"diazanium;hydron;2-hydroxypropane-1,2,3-tricarboxylate",FALSE,FALSE,TRUE
[H+].C(CC(=O)[O-])[C@@H](C(=O)[O-])N.O.[Na+],,187.127,-7.1145,5,1,137.78,0,0,4,0,1,1,0,0,0,0,,,,73415760,C5H10NNaO5,sodium;(2S)-2-aminopentanedioate;hydron;hydrate,FALSE,FALSE,TRUE
[H]C(C1=CC(OC1)=O)C[C@@]2(C)[C@H](C)C[C@H](OC(C)=O)[C@@]3(COC(C)=O)[C@]4(OC4)CC[C@@H](OC(C)=O)[C@@]32[H],,492.565,2.8878,9,0,117.73,4,0,1,0,7,7,0,0,0,0,CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@@H](C)[C@](C)(CCC3=CC(=O)OC3)[C@H]1[C@H](OC(C)=O)CC[C@]21CO1,,C26H36O9,,,,FALSE,TRUE,FALSE
[H]C(C=C1)=CC=C1C2CC(C3=C(OC)C=C(OC(CC(/C=C(C)\C)C)(C)C=C4)C4=C3O2)=O,,418.533,6.5584,4,0,44.76,4,0,1,0,3,0,3,0,0,0,COc1cc2c(c3c1C(=O)CC(c1ccccc1)O3)C=CC(C)(CC(C)C=C(C)C)O2,,C27H30O4,,,,FALSE,TRUE,FALSE
[H]C(C=C1)=CC=C1C2CC(C3=C(OC)C=C(OC(CC(/C=C(CC/C=C(C)\C)\C)C)(C)C=C4)C4=C3O2)=O,,486.652,8.2849,4,0,44.76,4,0,1,0,3,0,3,1,1,0,COc1cc2c(c3c1C(=O)CC(c1ccccc1)O3)C=CC(C)(CC(C)/C=C(\C)CCC=C(C)C)O2,,C32H38O4,,,,FALSE,TRUE,FALSE
[H][C@@]([C@]1(C(C)C)O2)(C(C(C(C)(C)C(C3(C)C)=O)=O)=C3O1)C4=C2C(C)(C)C(C(C)(C)C4=O)=O,,428.525,3.9319,6,0,86.74,4,0,1,0,0,0,0,0,0,0,CC(C)C12OC3=C(C(=O)C(C)(C)C(=O)C3(C)C)C1C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,"2,2,4,4,7,7,9,9-octamethyl-5a-propan-2-yl-10bH-[1]benzofuro[2,3-b][1]benzofuran-1,3,8,10-tetrone",C25H32O6,,,,FALSE,TRUE,FALSE
[H][C@@]1(OC(/C(CO)=C/C)=O)[C@]([H])(OC(C(CC)C)=O)[C@@]([H])(O)[C@](OC(/C(C)=C/C)=O)([H])[C@]([H])(OC(/C(CO)=C/C)=O)[C@]1(O)[H],,542.578,0.2585,12,4,186.12,1,0,1,0,7,6,1,3,3,0,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(=O)/C(=C/C)CO)[C@@H](O)[C@H](OC(=O)/C(=C/C)CO)[C@H](OC(=O)C(C)CC)[C@H]1O,,C26H38O12,,,,FALSE,TRUE,FALSE
[H][C@@]1([C@@]2(C)[C@]3([H])[C@@](C4=CC[C@](CCC(C)(C)C5)(C(O)=O)[C@]5([H])[C@]4(C)CC3)(C)CC1)C(C)(C)C(CC2=O)=O,,468.678,6.6208,3,1,71.44,5,0,1,0,7,7,0,0,0,0,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)CC(=O)[C@@]34C)[C@@H]2C1,,C30H44O4,,,,FALSE,TRUE,FALSE
[H][C@@]1([C@@]2(C)[C@]3([H])[C@@](C4=CC[C@](CCC(C)(C)C5)(C(O)=O)[C@]5([H])[C@]4(C)CC3)(C)CC1)C(C)(C)[C@@H](OC(/C=C/C6=CC(OC)=C(O)C=C6)=O)CC2=O,,646.865,8.3911,6,2,110.13,6,0,1,0,8,8,0,1,1,0,COc1cc(/C=C/C(=O)O[C@H]2CC(=O)[C@@]3(C)[C@@H](CC[C@@]4(C)C5=CC[C@@]6(C(=O)O)CCC(C)(C)C[C@H]6[C@]5(C)CC[C@@H]43)C2(C)C)ccc1O,"(4aS,6aS,6bR,8aS,10S,12aR,14aS,14bS)-10-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy-2,2,6b,9,9,12a,14a-heptamethyl-12-oxo-3,4,5,6a,7,8,8a,10,11,13,14,14b-dodecahydro-1H-picene-4a-carboxylic acid",C40H54O7,,,,FALSE,TRUE,FALSE
[H][C@@]1([C@@]2(C)[C@]3([H])[C@@](C4=CC[C@](CCC(C)(C)C5)(C(O)=O)[C@]5([H])[C@]4(C)CC3)(C)CC1)C(C)(C)[C@@H](OC(/C=C/C6=CC=C(O)C=C6)=O)CC2=O,,616.839,8.3825,5,2,100.9,6,0,1,0,8,8,0,1,1,0,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](OC(=O)/C=C/c5ccc(O)cc5)CC(=O)[C@@]34C)[C@@H]2C1,"(4aS,6aS,6bR,8aS,10S,12aR,14aS,14bS)-10-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2,2,6b,9,9,12a,14a-heptamethyl-12-oxo-3,4,5,6a,7,8,8a,10,11,13,14,14b-dodecahydro-1H-picene-4a-carboxylic acid",C39H52O6,,,,FALSE,TRUE,FALSE
[H][C@@]1([C@@]2(C)[C@]3([H])[C@@](C4=CC[C@](CCC(C)(C)C5)(C(O)=O)[C@]5([H])[C@]4(C)CC3)(C)CC1)C(C)(C)[C@@H](OC(C)=O)CC2=O,,512.731,6.9834,4,1,80.67,5,0,1,0,8,8,0,0,0,0,CC(=O)O[C@H]1CC(=O)[C@@]2(C)[C@@H](CC[C@@]3(C)C4=CC[C@@]5(C(=O)O)CCC(C)(C)C[C@H]5[C@]4(C)CC[C@@H]32)C1(C)C,"(4aS,6aS,6bR,8aS,10S,12aR,14aS,14bS)-10-acetyloxy-2,2,6b,9,9,12a,14a-heptamethyl-12-oxo-3,4,5,6a,7,8,8a,10,11,13,14,14b-dodecahydro-1H-picene-4a-carboxylic acid",C32H48O5,,,,FALSE,TRUE,FALSE
[H][C@@]1([C@]2([H])CO[C@@H]1C3=CC(OC)=C(O)C(OC)=C3)CO[C@@H]2C4=CC(OC)=C(C)C(OC)=C4,,416.47,3.81022,7,1,75.61,4,0,1,0,4,4,0,0,0,0,COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c(O)c(OC)c4)OC[C@H]23)cc(OC)c1C,,C23H28O7,,,,FALSE,TRUE,FALSE
[H][C@](N1CC2)(CCC1=O)C3=C2C4=CC(O)=CC=C4N3,,242.278,2.0931,2,2,56.33,4,0,1,0,1,1,0,0,0,0,O=C1CC[C@H]2c3[nH]c4ccc(O)cc4c3CCN12,,C14H14N2O2,,,,FALSE,TRUE,FALSE
[H][C@]1(C(C(O2)=C(OC)C(OC)=C3)=C3CCN1C=O)CC4=CC=C(OC)C(OC5=CC=C(C=C5)C[C@@]6(N(CCC7=C6C=C2C(OC)=C7)C)[H])=C4,,636.745,6.689,8,0,78.93,8,0,1,0,2,2,0,0,0,0,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C=O)CC3,,C38H40N2O7,,,,FALSE,TRUE,FALSE
[H][C@]1(C(C=C(O2)C(OC)=C3)=C3CCN1C=O)CC4=CC=C(OC)C(OC5=CC=C(C=C5)C[C@@]6(N(CCC7=C6C2=C8C(OCO8)=C7)C)[H])=C4,,620.702,6.4005,8,0,78.93,9,0,1,0,2,2,0,0,0,0,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C=O)[C@@H]5C2)OCO4)CCN1C,,C37H36N2O7,,,,FALSE,TRUE,FALSE
[H][C@]1(C[C@@H](C)C(O1)=O)C[C@@H](C)[C@]2(C)CC[C@@]3(C)C4CC[C@@H](C(C)=C)[C@@](CCC(OC)=O)(C)[C@]4([H])CC=C32,,484.721,7.2787,4,0,52.6,4,0,1,0,9,8,1,0,0,0,C=C(C)[C@@H]1CCC2[C@@H](CC=C3[C@@]2(C)CC[C@@]3(C)[C@H](C)C[C@@H]2C[C@@H](C)C(=O)O2)[C@@]1(C)CCC(=O)OC,,C31H48O4,,,,FALSE,TRUE,FALSE
[H][C@]1([C@H](C)CC(CC(C(O)=O)=C)=O)CC[C@@]2(C)C3=CC[C@]4([H])[C@](C)(CCC(C4(C)C)=O)[C@]3([H])CCC21,,454.651,6.3968,3,1,71.44,4,0,1,0,7,6,1,0,0,0,C=C(CC(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@H]3CCC12)C(=O)O,,C29H42O4,,,,FALSE,TRUE,FALSE
[H][C@]1([C@H](C)CC2(O)C=C(C)C(O2)=O)CC[C@@]3(C)C4=CC[C@]5([H])[C@](C)(CC[C@@H](O)C5(C)C)[C@]4([H])CC[C@@]31C,,470.694,6.1704,4,2,66.76,5,0,1,0,9,8,1,0,0,0,CC1=CC(O)(C[C@@H](C)[C@H]2CC[C@@]3(C)C4=CC[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@@H]4CC[C@]23C)OC1=O,,C30H46O4,,,,FALSE,TRUE,FALSE
[H][C@]12C(C)(C)[C@@H](OC(/C=C/C3=CC=C(O)C=C3)=O)C[C@H](O)[C@]1(C)[C@]4([H])[C@@](C5=CC[C@](CCC(C)(C)C6)(C(O)=O)[C@]6([H])[C@]5(C)CC4)(C)CC2,,618.855,8.1743,5,3,104.06,6,0,1,0,9,9,0,1,1,0,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](OC(=O)/C=C/c5ccc(O)cc5)C[C@H](O)[C@@]34C)[C@@H]2C1,"(4aS,6aS,6bR,8aS,10S,12S,12aR,14aS,14bS)-12-hydroxy-10-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2,2,6b,9,9,12a,14a-heptamethyl-1,3,4,5,6a,7,8,8a,10,11,12,13,14,14b-tetradecahydropicene-4a-carboxylic acid",C39H54O6,,,,FALSE,TRUE,FALSE
[H][C@]12C(C)(C)[C@@H](OC(C)=O)C[C@H](O)[C@]1(C)[C@]3([H])[C@@](C4=CC[C@](CCC(C)(C)C5)(C(O)=O)[C@]5([H])[C@]4(C)CC3)(C)CC2,,514.747,6.7752,4,2,83.83,5,0,1,0,9,9,0,0,0,0,CC(=O)O[C@H]1C[C@H](O)[C@@]2(C)[C@@H](CC[C@@]3(C)C4=CC[C@@]5(C(=O)O)CCC(C)(C)C[C@H]5[C@]4(C)CC[C@@H]32)C1(C)C,"(4aS,6aS,6bR,8aS,10S,12S,12aR,14aS,14bS)-10-acetyloxy-12-hydroxy-2,2,6b,9,9,12a,14a-heptamethyl-1,3,4,5,6a,7,8,8a,10,11,12,13,14,14b-tetradecahydropicene-4a-carboxylic acid",C32H50O5,,,,FALSE,TRUE,FALSE
